fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.2;0.38;0.31;2.0;0.056;15.0;29.0;0.99472;3.23;0.76;11.3;8
10.7;0.46;0.39;2.0;0.061;7.0;15.0;0.9981;3.18;0.62;9.5;5
9.8;0.37;0.39;2.5;0.079;28.0;65.0;0.99729;3.16;0.59;9.8;5
7.285748332745359;0.8600838460068121;0.0747664443660479;5.4973654551868805;0.0886419100799855;3.1125747471183995;14.1125747471184;0.998154299333098;3.386491030345792;0.526191611091512;10.09868272759344;3
9.0;0.785;0.24;1.7;0.078;10.0;21.0;0.99692;3.29;0.67;10.0;5
6.940494121164628;0.9016380413848536;0.0;1.9141784492535243;0.2271933323366888;13.424274445315158;25.487646970884303;0.9951525564816686;3.3925886292683907;0.5170247060582314;10.010741181746942;3
8.889193005896512;0.3153242098231046;0.4935950907665467;2.544596502948256;0.0784675790176895;8.80943846756918;18.787824479362207;0.9958355582715156;3.172986314734657;0.8638112306486164;11.623378950884476;8
7.9;0.3;0.68;8.3;0.05;37.5;278.0;0.99316;3.01;0.51;12.3;7
9.4;0.3;0.56;2.8;0.08;6.0;17.0;0.9964;3.15;0.92;11.7;8
8.33681848586959;0.5103587456017064;0.3696412543982937;2.5156006602096284;0.0750639603874223;7.531980193711153;16.843993397903716;0.9931066320201668;3.192199669895186;0.7090795378532602;12.772386135597806;8
7.4;0.36;0.34;1.8;0.075;18.0;38.0;0.9933;3.38;0.88;13.6;7
9.309841236730264;0.6975430522019638;0.3446454982307015;3.289264105385169;0.1610185654345972;4.339297719230462;15.339297719230462;0.998963936494692;3.239284273692345;0.5936613745576754;8.994632052692584;3
12.7;0.6;0.65;2.3;0.063;6.0;25.0;0.9997;3.03;0.57;9.9;5
7.3;0.33;0.47;2.1;0.077;5.0;11.0;0.9958;3.33;0.53;10.3;6
8.2;0.57;0.26;2.2;0.06;28.0;65.0;0.9959;3.3;0.43;10.1;5
6.0;0.64;0.05;1.9;0.066;9.0;17.0;0.99496;3.52;0.78;10.6;5
6.6;0.88;0.04;2.2;0.066;12.0;20.0;0.99636;3.53;0.56;9.9;5
7.7;0.41;0.76;1.8;0.611;8.0;45.0;0.9968;3.06;1.26;9.4;5
6.2;0.46;0.29;2.1;0.074;32.0;98.0;0.99578;3.33;0.62;9.8;5
8.5;0.28;0.56;1.8;0.092;35.0;103.0;0.9969;3.3;0.75;10.5;7
7.5;0.6;0.32;2.7;0.103;13.0;98.0;0.99938;3.45;0.62;9.5;5
7.9;0.545;0.06;4.0;0.087;27.0;61.0;0.9965;3.36;0.67;10.7;6
7.20233510581147;0.3300133434617798;0.3301334346177983;1.7006004557800922;0.0610060045578009;3.001334346177983;13.002001519266974;0.9960008006077068;3.2299466261528806;1.099699772109954;10.000667173088992;8
8.3;0.845;0.01;2.2;0.07;5.0;14.0;0.9967;3.32;0.58;11.0;4
7.2;0.415;0.36;2.0;0.081;13.0;45.0;0.9972;3.48;0.64;9.2;5
8.3;0.78;0.1;2.6;0.081;45.0;87.0;0.9983;3.48;0.53;10.0;5
6.9;0.39;0.24;2.1;0.102;4.0;7.0;0.99462;3.44;0.58;11.4;4
12.0;0.45;0.55;2.0;0.073;25.0;49.0;0.9997;3.1;0.76;10.3;6
8.808028647352428;0.4783837703582281;0.4016162296417719;2.532429594548301;0.0740542243271019;7.027112163550971;16.67570405451699;0.9939228353355926;3.1837852027258498;0.6972992838161893;12.41897851448568;8
7.9;0.43;0.21;1.6;0.106;10.0;37.0;0.9966;3.17;0.91;9.5;5
7.8;0.7;0.06;1.9;0.079;20.0;35.0;0.99628;3.4;0.69;10.9;5
12.4;0.42;0.49;4.6;0.073;19.0;43.0;0.9978;3.02;0.61;9.5;5
9.6;0.33;0.52;2.2;0.074;13.0;25.0;0.99509;3.36;0.76;12.4;7
7.6;0.41;0.49;2.0;0.088;16.0;43.0;0.998;3.48;0.64;9.1;5
6.6;0.725;0.2;7.8;0.073;29.0;79.0;0.9977;3.29;0.54;9.2;5
8.8;0.6;0.29;2.2;0.098;5.0;15.0;0.9988;3.36;0.49;9.1;5
8.0;0.6;0.08;2.6;0.056;3.0;7.0;0.99286;3.22;0.37;13.0;5
8.3;0.655;0.12;2.3;0.083;15.0;113.0;0.9966;3.17;0.66;9.8;5
8.3;0.26;0.42;2.0;0.08;11.0;27.0;0.9974;3.21;0.8;9.4;6
7.3;0.55;0.03;1.6;0.072;17.0;42.0;0.9956;3.37;0.48;9.0;4
8.2;0.28;0.6;3.0;0.104;10.0;22.0;0.99828;3.39;0.68;10.6;5
8.2;0.28;0.4;2.4;0.052;4.0;10.0;0.99356;3.33;0.7;12.8;7
7.3;0.585;0.18;2.4;0.078;15.0;60.0;0.99638;3.31;0.54;9.8;5
12.0;0.63;0.5;1.4;0.071;6.0;26.0;0.99791;3.07;0.6;10.4;4
